subid,Target,CorrectResponse,RESP,CRESP,Ort,Block,Trial,OnsetDelay,OnsetTime,RTTime,RT,ACC
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,1,17,35560,36086,526,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,2,16,36893,37174,281,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,1,3,17,37977,38302,325,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,4,17,39110,39550,440,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,1,5,17,40360,40734,374,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,6,17,41544,41934,390,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,7,17,42744,43366,622,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,1,8,16,44160,44430,270,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,9,17,45227,45606,379,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,10,17,46411,46878,467,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,11,16,47677,48086,409,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,12,17,48894,49246,352,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,13,16,50044,50470,426,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,14,17,51278,51543,265,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,15,16,52344,52679,335,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,16,17,53478,53775,297,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,17,17,54578,55047,469,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,18,17,55845,56343,498,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,19,17,57145,57551,406,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,20,17,58345,58687,342,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,21,17,59495,59951,456,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,22,17,60745,61119,374,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,23,16,61928,62279,351,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,24,17,63079,63487,408,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,25,16,64295,64671,376,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,26,17,65479,65895,416,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,27,16,66695,67407,712,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,28,16,68212,68695,483,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,29,17,69496,69799,303,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,30,17,70596,70951,355,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,31,17,71746,72087,341,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,32,17,72896,73255,359,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,33,17,74063,74399,336,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,34,17,75196,75615,419,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,35,17,76413,76695,282,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,36,16,77496,77855,359,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,37,17,78663,79095,432,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,38,16,79896,80343,447,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,39,17,81147,81623,476,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,40,17,82430,82767,337,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,41,16,83563,84519,956,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,42,17,85314,85727,413,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,43,16,86530,86927,397,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,44,16,87730,88039,309,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,45,17,88847,89231,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,46,17,90031,90495,464,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,47,16,91297,91679,382,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,48,17,92481,92879,398,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,49,17,93681,94063,382,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,50,16,94864,95231,367,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,51,17,96031,96359,328,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,52,16,97164,97503,339,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,53,17,98298,98639,341,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,54,17,99448,99831,383,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,55,16,100631,101111,480,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,56,17,101915,102343,428,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,57,17,103148,103535,387,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,58,17,104332,104679,347,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,59,17,105482,105919,437,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,60,17,106715,107047,332,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,61,17,107849,108175,326,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,1,62,17,108982,109343,361,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,63,17,110149,110575,426,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,64,16,111382,111824,442,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,65,16,112632,112975,343,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,66,16,113782,114184,402,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,67,16,114982,115352,370,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,68,17,116149,116528,379,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,69,17,117333,117680,347,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,70,17,118483,118864,381,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,71,17,119666,120096,430,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,72,17,120900,121544,644,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,73,17,122350,122720,370,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,74,16,123516,124144,628,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,1,75,17,124950,125304,354,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,76,17,126100,126544,444,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,1,77,17,127350,127920,570,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,78,17,128717,129144,427,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,1,79,16,129950,130416,466,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,1,80,17,131217,131664,447,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,81,16,176570,177040,470,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,82,17,177837,178128,291,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,83,17,178937,179321,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,84,17,180121,180529,408,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,85,16,181337,181729,392,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,86,17,182538,182905,367,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,2,87,16,183704,184057,353,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,88,16,184854,185241,387,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,89,17,186038,186417,379,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,90,17,187221,187553,332,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,91,17,188355,188817,462,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,92,17,189638,189961,323,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,93,16,190771,191121,350,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,94,17,191922,192345,423,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,95,17,193155,193529,374,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,96,16,194338,194633,295,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,97,16,195438,195833,395,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,98,17,196639,196969,330,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,99,17,197772,198137,365,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,100,17,198939,199257,318,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,2,101,16,200055,200337,282,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,102,17,201139,201553,414,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,103,17,202356,202753,397,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,104,17,203556,203945,389,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,105,17,204739,205097,358,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,106,17,205906,206193,287,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,2,107,16,206989,207337,348,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,108,16,208139,208561,422,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,109,16,209356,209737,381,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,2,110,17,210540,210929,389,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,111,17,211740,212113,373,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,112,17,212923,213313,390,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,113,17,214123,214569,446,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,114,16,215373,215769,396,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,115,16,216573,216945,372,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,116,17,217740,218161,421,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,117,17,218957,219433,476,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,2,118,16,220240,220681,441,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,119,16,221490,221889,399,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,120,16,222690,223105,415,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,121,16,223907,224353,446,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,122,16,225157,225569,412,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,123,17,226374,226785,411,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,124,17,227591,228033,442,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,125,17,228841,229281,440,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,126,17,230091,230545,454,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,127,17,231341,231697,356,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,128,17,232508,232833,325,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,129,16,233641,234009,368,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,130,17,234808,235169,361,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,131,17,235975,236345,370,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,132,17,237142,237641,499,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,133,17,238442,238825,383,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,134,17,239625,239993,368,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,135,17,240792,241138,346,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,136,17,241942,242298,356,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,137,17,243092,243474,382,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,138,16,244275,244618,343,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,2,139,17,245426,245842,416,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,140,16,246642,247146,504,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,2,141,16,247942,248322,380,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,142,17,249126,249786,660,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,143,17,250593,251042,449,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,144,17,251843,252386,543,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,145,17,253193,253722,529,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,146,16,254526,254962,436,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,147,17,255760,256282,522,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,148,16,257076,257626,550,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,149,17,258427,258842,415,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,150,16,259643,259954,311,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,151,17,260760,261154,394,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,152,17,261960,262426,466,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,153,17,263227,263618,391,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,154,17,264427,264930,503,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,155,17,265727,266090,363,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,156,17,266894,267282,388,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,2,157,16,268077,268434,357,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,158,17,269244,269690,446,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,2,159,17,270494,271010,516,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,2,160,17,271811,272298,487,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,161,17,318848,319299,451,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,162,17,320098,320683,585,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,163,16,321481,321843,362,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,164,17,322648,323155,507,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,165,17,323965,324331,366,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,166,17,325132,325531,399,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,167,17,326332,326763,431,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,168,17,327565,327923,358,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,169,17,328732,329083,351,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,170,17,329899,330227,328,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,171,17,331032,331395,363,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,172,17,332199,332499,300,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,173,17,333299,334683,1384,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,174,16,335482,335763,281,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,3,175,17,336566,336875,309,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,176,16,337682,338131,449,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,177,17,338933,339475,542,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,178,17,340283,340667,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,179,17,341466,341819,353,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,180,16,342616,343131,515,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,181,17,343933,344283,350,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,182,17,345083,345475,392,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,183,17,346283,346659,376,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,184,17,347467,347867,400,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,185,17,348667,349475,808,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,186,16,350283,350787,504,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,187,17,351584,351923,339,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,188,17,352734,353051,317,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,189,16,353850,354307,457,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,190,17,355117,355459,342,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,191,16,356267,357491,1224,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,192,17,358301,358779,478,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,193,17,359584,359971,387,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,194,17,360768,361139,371,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,195,16,361934,362323,389,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,196,17,363118,363523,405,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,3,197,17,364318,364667,349,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,198,17,365468,365859,391,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,199,17,366668,367139,471,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,200,17,367935,368300,365,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,201,16,369101,369572,471,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,202,16,370368,370724,356,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,203,16,371518,371852,334,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,204,17,372652,373756,1104,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,205,17,374552,374940,388,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,3,206,16,375735,376132,397,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,207,16,376935,377396,461,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,208,17,378202,378540,338,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,209,17,379336,379684,348,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,210,17,380486,380812,326,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,211,17,381619,382364,745,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,212,16,383169,383540,371,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,213,17,384336,384660,324,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,214,16,385469,385860,391,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,215,16,386669,387004,335,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,216,17,387803,388132,329,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,217,16,388936,389292,356,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,3,218,16,390086,390396,310,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,219,17,391203,391772,569,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,3,220,17,392570,393356,786,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,221,16,394153,394644,491,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,222,17,395454,395900,446,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,223,17,396704,397156,452,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,224,17,397954,398340,386,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,225,17,399137,399588,451,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,226,16,400387,400796,409,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,227,17,401604,402012,408,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,228,17,402821,403156,335,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,229,17,403954,404284,330,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,230,17,405088,405516,428,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,231,17,406321,406716,395,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,232,17,407521,407948,427,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,3,233,16,408754,409108,354,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,3,234,17,409905,410492,587,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,235,17,411288,411684,396,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,236,17,412488,413044,556,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,237,17,413855,414244,389,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,3,238,17,415055,415404,349,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,3,239,17,416205,416644,439,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,3,240,16,417438,417900,462,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,241,17,451291,451901,610,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,242,17,452708,453045,337,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,243,16,453841,454141,300,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,244,16,454941,455469,528,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,245,17,456275,456677,402,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,246,17,457475,457901,426,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,247,16,458708,459301,593,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,248,16,460108,460445,337,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,249,17,461242,461573,331,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,250,16,462375,462781,406,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,251,16,463575,464069,494,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,252,16,464875,465253,378,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,253,17,466059,466573,514,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,254,17,467376,467701,325,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,4,255,17,468509,468797,288,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,256,16,469592,470005,413,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,257,17,470809,471221,412,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,258,17,472026,472461,435,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,4,259,16,473259,473709,450,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,260,16,474509,475037,528,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,261,17,475843,476253,410,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,262,17,477060,477445,385,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,263,17,478243,478605,362,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,264,17,479410,479813,403,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,265,17,480610,481021,411,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,266,17,481827,482205,378,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,267,17,483010,483445,435,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,4,268,16,484243,484621,378,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,4,269,17,485427,485846,419,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,4,270,17,486644,487053,409,1
